"","subjName","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25"
"572","aowcfxn","5kcvr","-1.97865","-1.36366","885","-1.72538","096u","-0.47474","-1.85799","0.52627","2143","-1.00458","-0.11295","zmy8","03o","-2.70605","07c98","-0.92092","hw80","-1.96322","cs","q27","bo1","15t","-1.37777","z8d"
"573","eizgafn","361yl","-0.05099","0.91592","8z0","0.5361","1si4","-0.24877","-0.49873","-0.37034","f","0.42408","-0.55778","27zq","g13","0.20335",".","0.39133","f780","-0.26257",".","l8o","u","96q","1.15443","cxl"
"574","wqpakog",".","0.10893","1.97917","749","0.70091","1d39","0.74463","0.79711","-1.08281","p6k8","1.03206","1.25403","8o37","mg6","0.79899","61i90",".","x11p","1.41175","pk","4z1","n","p10","1.00145","2hc"
"575","xcpuifb","nz3wf","-1.36135","-0.17932","1mj","0.826","3j14","-0.48822","-1.22603","0.1786","14v5","-0.12098","-1.18792","1s6w","i68","-1.12854"," ","0.62337","11nd","-1.73258","i7","i","b","622"," ","4jy"
"576","lmqnfbe","s7n07","-0.52826","-0.71419","gp1","1.25472","hovs","-0.62445","-1.22391","0.5294","67mz","0.59127",".","9hd1","h44","1.11266","44957","0.35622","14dz","-1.3956","l7","58j","1z7","810","-0.21939","u07"
"577","egtvucj","a7t08","0.50283","-0.42994","495","-0.68705","k21c","-0.30999","-0.52733","-0.32019","95iu","0.2766","-1.06019","4q05",".","-0.36643","r754a","0.35763","z2xr","-0.10385","rf","by6","107","y51","1.74285","8n8"
"578","msphlbc","nb783","0.48377","1.30478","4x3","1.88172","793p","0.57326","2.14492","j","5kly","0.21177","0.10102","8qs6","1h2","0.6377","x0j4p","0.21965","yci8","0.17627","bd","zx0"," ","o37","-0.39645","3h0"
"579","zyhpqiu","201n3","1.24646","1.26853","a5s","1.89509","d306","-0.05249"," ","-0.4742","e","-0.04374","-0.26404","moaz","j3k","3.14351","mr9lj","2.19985","v916","0.93651","61","gmi","953","94m","-0.3038","uh3"
"580","zwkenvt","zg51q","0.7179","0.26284","rj4","0.8152","9724","-0.40557","0.35076","-0.68587","1tdk","1.81743","-0.23655","6j37","734","1.08238","r10k3","-0.35923","fkn0","-0.46485","49","2eb","cbf","5r7","-0.52805","b1m"
"581","tonfyau","668nb","0.27215","-0.60433","ck4","0.2771",".","-1.9584","-0.00719","-1.25608","x291","-0.68932","-1.62483","seh8","a17","0.30972","35j0x","-0.45375","n74s","0.72324","mk","q11","6g6","s64","o","374"
"582","untryhf","atv45","-0.12598","-1.63926","7y6","0.82801","l026","-0.18247","0.30011","-0.40632","14vl","-0.36226","0.00157","o8sr","570","0.94979"," ","1.22692"," ","1.12485","84","9sg","43e","wb4","-1.21754","s40"
"583","xcsdyah","94o6a","0.20446","-1.30014","2nh","0.31424","3200","0.46867","1.46169"," ","x79w","-0.48569","0.97063","7o1j","zf0","-2.05","5b8n8","1.01417","1o3z","-0.38234","64","88g","nu1"," ","0.85566","4b6"
"584","elbftyx","80im3","0.71227","0.63632","7c9","-0.75646","htql","0.58668","-0.4245","g","."," ","0.09225","264a","d58","-0.14338","i5bkp","-0.43549","3w7x","0.38444","07","lxg","855","s56","0.33883","ut3"
"585","gyqfuts","vb6j0","1.06698","0.16811","aj6","-0.56045","025b","1.51974","-0.54579","-1.42693","ca21","-0.43607","-0.95112","i3a3","6sr","0.55745"," "," ","2z5r","-0.15945","24","1qa","3qe","6q8","-0.41731"," "
"586","phmduzk","9d5y6","-1.09621","0.79779","22s","1.1286","69u4","-0.15814","1.32007"," ","5clr","0.34049","-0.58809","66k6","603","-1.19245","nri67","0.55745","1630","-0.64832","4m","53i","0bh","l6n","0.91125","y1i"
"587","wtmdroy","i8f2m","0.23319","-0.70178"," ","-0.24512","gh48","-0.38313","0.62658","0.12715","4416","-0.70632","-0.57251","i61o","0d4","-0.59238","dnq37","0.34891","5t5z","0.86942","b9","s80","ofq","c99","1.27969","m9z"
"588","xyqfwea","3tk65","-0.55529","-0.33407","pnw","1.87006","40f6","-0.85426",".","-0.65839","6b5y","1.48051","0.55228","et3s","nq7","1.63855","80pvk","0.79922","upy5","-0.27589","13","045","2xe","9p5","-0.96167","3ch"
"589","jpeczof","3x715","0.50291","0.8279","873",".","0g28","1.61949","0.44087","1.09629","pq5z","0.41702","0.29993","7144"," ","1.64511","mbr8a","1.27189","8es3","-0.19801","lc","tq0","1y5","n13","-0.5324","250"
"590","mkljpdy","53shm","0.3495","0.28915","usy","1.63804","r296","0.84111","-1.25393","0.79722","602d","-0.27988","z",".","bz4","1.40511","i5mxw","0.78229","0p9x","0.59711","01","i9q","43k","mh1","1.75255","u26"
"591","tdbyksm","9uz9h","1.02973","-0.65116","019","0.38774","1630","-0.17841","-0.03591"," ",".","0.59734","0.14608","rya2","0m0","-0.32142","j420m","0.90123","6x4c","0.64617","80","541","t3n","c22","1.41572","436"
"592","zbidyxl","xbu17","x","1.45112","y","-0.55248","o4vn","0.1444","0.61867","-0.0525","1i2b","-0.16459","0.20239","u11e","081","1.23047","l936o","-0.51846","2nlk","0.44305",".","051","m86","9mb","0.63363","t88"
"593","cqoglkw","55tw4","0.19178","-0.70215","wkd","-0.14688","889q","0.24933","0.05584","1.57519","319l","-0.18975","-2.33709","6271","vr4","i","n96pv","1.13447","35v7","0.70691","8m","s70","pm5"," "," ","1x8"
"594","fmyunos","livra","0.04861","r","n1r","0.79598","n2oc","0.80705","1.12592","1.99273","62j1","0.93308","0.33791","z148","mb6","-0.85781"," ","1.5444","b19k","-0.29356","16","820","634","w2z","2.05066","grp"
"595","nwdlupk","zvj8g","-0.50302","1.23312","np5","-0.81057","bj8x","1.74488","y","1.45343","62gt","-0.74791"," ","9qc1","u6j","-0.65181","8s84i","0.72001","89bz","0.15421","0f","tp4","f8t","e5t","1.43473","va6"
"596","kfjuqgc"," ",".","-0.89808","574","g","6gd7","-0.70817","-0.89613","-0.24266","u","-1.66904","-1.01933","n94e","m21","-1.7782"," ","0.38874","ga0m","0.13867","wc","8q4","i0n","l4j","-1.06619","403"
"597","qveilbx","r","-0.45522","0.69206","lv2","0.06426","4403","-1.28037","0.3816","-0.80727","t4yz","0.34111","1.36946","4jop","bt9","0.25429","vab3q","0.07717","66h2","0.70028","ap","qgd","dv0","e","-1.43333","hrw"
"598","rdvznti","ol60w","-0.01833","-1.74494","634",".","49gd","-1.44765","0.31922",".","0u87","1.23316","0.95011","o1w8","4am","-1.75772","3z5lg","0.73561","00xa","0.94511","9f"," ","4sw","c60","-1.23573","7m8"
"599","uwlodnf","7549v","-0.52638","-0.93673","014","1.0271","5vjb","-0.30032","0.13572","0.00093","90n6","-1.5248","1.39445","3q1l","392","0.7027","49ap7","1.44229","739y","-1.4306","v2","j46","3n4","j8z","-2.00748","2a1"
"600","euszglw","923ze","0.63895","0.21377"," ","1.67209",".","-0.57318","-1.23536","0.1687","31c5","0.51338","0.04886","e524","7by","1.02777","k3wet","2.00373","7zod","-0.28837","t6"," ","bwv","ft7","0.88877","dky"
"601","oiwvegz","c","0.64041",".","096","-0.36803","4t6e","0.62319","0.97404","-0.58681","du55","1.11748","-0.13997","5942","keg","-0.01379","25z03","-0.61007","7f3a","1.57351","qp","039","5r4","f2a","0.46216","cyg"
"602","khvxrnw","4ze82","0.16089","-1.00549"," ","1.32079","6qf7","-1.09829","0.53102","-0.52679","j","-0.91367","0.31928","ea51","399","1.50988","p3vzr","1.62912","98kd","0.4347","64","908","z2q","13l","0.34267","e4f"
"603","tmpqyuf","35628","-0.1474","-0.50314","s2t","-1.68157","594s","0.10871","0.01331","0.48132","tyw2","0.75348","-0.79472","baym","v41","-1.00795","0i289","-0.34189","19yj","0.18751","75","078","t5q","jp9","0.79084","fcq"
"604","bjatido",".","-0.20561","0.26552","jn3","-0.57008","n","-0.75078","0.49239","0.32695","b2ah","-0.89063","-0.93953","831v","78h","-0.00764","7t8c6","1.30141","28y6","-0.68358","j0","67w","bdi","liu","1.84713","423"
"605","ohrzbcn","25uc0","-2.09969","-1.59819"," ","0.27638","c17t","-1.23951","0.24341","-1.96879","z1iy","-1.04142",".","2g17","537","-2.85105"," ","0.52509","g96f","-2.35155","5r","0t3","n","fu4","-0.94091","494"
"606","gpouhsw","688db","0.70296","0.10177","7yb","0.5677","bka7","f","0.18502","1.35665","t6o7","-0.5939","0.46333",".","03x","-0.0999","12843","0.78452","017i","-0.17406","71","l9q","83x","9dk","-0.82957","9wm"
"607","cmxauwi","7c0oy","-1.12484","1.50298","v34","1.2202","6431","1.59888","0.63654","1.55848","ven8","0.35816","0.18991","8nq5","t47","0.78067","266ji","-1.30252","0s41","1.52068"," ","7ye","dm0","g4e","-1.04046","2r4"
"608","bhfglzj","8l676","1.4612","1.23432","7o1","0.70694","mu3f","-0.14331","1.18042"," ","269o","1.87838","0.09453","6g40","53l",".","7db34"," ","0y7z","1.27819","68","001","3f4","63f","1.60433","8j0"
"609","arluwkf","i7qzj","-0.54547","0.34882","1l1","-0.3948","0ws4","-0.00042","1.18378","0.74121","71tk","1.9009","2.35086","1c57","576",".","1t732","0.96953","jf14","0.80497","q2","9o4","4o4","j3q","-0.84986","jn9"
"610","schgbiy","l88m6","-1.48039","-2.82032","52d","-0.68799","31pd","-1.18662","-1.32792","-1.01474"," ","-1.54835","-2.67488","6y24","h79","-1.48852","a6j5c","-1.15631","ds9l","-1.08595","90","547","dzs","z4s","-1.32969","4v8"
"611","xsuyavb","489o6","-0.19931","-1.77529","895","-0.52455","sc2u","0.40614","-0.39219","0.24735","490o","-1.37614","-0.75128","3ep1","3hy","-0.5034","4455z","1.00824","4599","-0.66936","06","9tq","ci0","496","-0.46456","p51"
"612","hklistx","74w98","-0.82936","-0.32945","0n2","-0.85151","tk9s","7e-05","0.53999","-1.38885","m81e","-0.3088","-0.27627","yrhw","3yp","-2.62225","60l72","1.17747","fnyt","1.08424","vy","393","384","q14","0.12343","596"
"613","nxhbsry","u2e96","-1.00249","-0.19542","n80","0.63389","6n7r","-0.47559",".","1.1638","3v5c","-0.77465","1.28272","1o35","jgn","0.41157","34782","0.0484","1dk9"," ","dc",".","m0n","h9l","0.11219","a69"
"614","xkwcmag","9k055","0.00029","-0.41191","626","-1.53054","f63x","-0.2844","1.691","-0.17896","653g","-1.03534","-0.90103","r9fa","t35","-2.07004","txn7c","1.35822","0lgp","0.65904","69","074","h9e","k28",".","zr1"
"615","mblyeod","j5dv3","0.37454","0.97015","t79","-0.58769","fhl1","-0.20638","0.67212","0.51386","3u15","0.77199","0.07596","s053","abz","0.36723","d","0.67397","ak04","0.97177","e9"," ","702","z76","-0.60003","k13"
"616","mwficea","wx7uv","-1.54873","-1.15333","59a","0.18446","316s","-0.40249","0.99043","-0.74175","lv24","-1.90941","0.35734","c065","l5e","-0.17466","2kc64","0.68162","b852","-0.96122","dv","t40","ny5","71m","-1.08457","s63"
"617","cimadxb","0h8ov","-1.16879","-0.48572","lt8","-0.74583","2u68","-1.67117","-1.96335","-1.21364","8c0d","-0.53358","-0.54385","d96q","031","0.90124","qg28h","-0.41058","xlbp","-0.90484","6q","j47","et0","8mu","-1.49668","lhd"
"618","vkwrldj","w1t4s","-0.8399","-1.7781","01u","-1.01867","24rq","0.76105"," ","-0.19134","hb1x","-1.61508","-1.46981","k8qa","nwj","0.42725","04q79","-1.65118","vr3g",".","5c","9l1","v5b","47p","0.24425","1ns"
"619","ntgyrop","gd7x4","0.50706","0.70675","c1k","0.86462","dy8c","-0.10271","0.34094","-0.42662","gb77","0.48983","-0.39689"," ","q58","1.51871","yetib","1.13141","942e","-0.07466","2q","z0a","o39","635","-0.06718","on0"
"620","yqgvtkc","4q863","-0.66884","1.64926",".","1.04635","243a","-1.24961"," ","-1.48046",".","-0.11531","-1.01899","47mh","q68","1.48558","42wza","-1.23739","b735","0.49016","35","318","hsc","06i","-0.12771","9yf"
"621","nljaocz","47o81","0.70827","-0.38609","3t0","1.02838","174o","0.59478","0.87492","1.5952","x82b","-0.05944","-0.46463","q339","3qu","-0.06023","zyc83","0.5642","36qc","0.39445","hj","85r","7ns","jye","1.79477","89e"
"622","ixqaowy","278w0","-1.91243","-0.83085",".","-1.19378","0iq7","-1.17928","-0.70325","-0.63082","84t6","-0.81521","-0.53728","b4kd","8tg","-1.37182","z26bj","-0.17689","z7a2","-1.59882","7t",".","678","nl8","0.57389","2s0"
"623","ikfhuzq"," ","-2.18001","-1.69027","1jw","0.33801","6qz1","-0.58114","-0.86438","-1.04224","e5t7","0.0661"," ","g2wa","602","-0.2708","3lj97","-1.64409","3q17","0.67217","77"," ","p6f","h4l","-2.31279","bd8"
"624","dvyobxn","97t7n","0.57967","1.39968","nba","1.48748","k256","0.54193","0.13081","-0.12009","5zgh",".","0.74304","58ox","zdp","0.86987","6324h","1.41886","un9w","-0.3878","p4","4fc","q7j","qp3","1.4789","05s"
"625","xcizukm","1xb28","-0.28103","-0.44048","l48","1.22802","7fbv","0.43502","1.46033","0.24866","k295","-0.50743","2.30096","0tn3","phe","-0.65526","n92f5","y","4q30","-0.75489","q2","3s7","036","j8x","-1.49265","3c5"
"626","nbfhtku","ztj3k","-0.29425","0.54171","142","0.27936","x28z"," ","-0.7382","1.00439","mt1w","0.51395","-1.59772","xc96","96z","0.37673","87tr2","1.63691","lg5c","-0.11866","57","1so",".","p9n","0.91087","2ht"
"627","aujkhfq","b3r3p","1.86963","1.04314",".","1.00072","4k8g","0.2153","0.51267"," ","zy7p"," ","-0.29452","8405","4he","1.41356","q823n","1.97852","2g6y","1.78712","v7","x","872","y68","1.70747","9m6"
"628","yvbofua","4h39a","0.44718","-0.90096","158","-1.29803","2wv3","-0.26093","-1.11161","-1.47928","7bws","m","-0.97936","s750","094","-1.26566","fjbw9","-0.76588","92ys","-1.98607","n9","c","75s","2m5","-0.97364","2o5"
"629","dgfunyo","11wv9","-0.43143","-1.08625","89l","0.80078","rk4j","-0.4097","-0.32861","-0.47784","y2g4","-1.50915","-0.54832","y5lf","6sw","-1.24158","r5m6g","0.27075","t53q","-0.17966","rq","ea1","937","eiz","-1.00318"," "
"630","acwugyn","wod4f","-0.31796","-1.52693","r1n","-0.67216"," ","0.00086","0.17712","-1.19969","94th","0.89787","-0.54759","826m","ocs","-1.52898","51b35"," ","923m","-0.50461","qm",".","heg","450",".","8ke"
"631","rbpqeko",".","-0.73451","-0.75364"," ","-1.81389","9xs2","o","0.96435","0.05739","3r2o","-1.24903","-0.071","9q30","0or","-1.15167","18539","0.806","w7j3","-0.11217","7g","wn0","q21","20g","-0.8685","473"
"632","rgphznx","9h1j2","0.74868","0.36716","jk4","1.59341","x","0.15084","1.38236","0.60789","6i7k","y","2.45918"," ","t4u","0.54637","wtb25","1.89517","4v1g","0.53642","6z","16l","l8h","993","1.03477","ro3"
"633","rlhpdje","wg43a","-1.06337"," ","v53","0.84972","9221","0.20601","-0.06248","-0.56278","x897","-0.24013","-1.45017","jtg5","2wb","-0.05097","5nk66","-1.33113","7eaq","0.67332","23","49o","uj3","h25","0.59872","q94"
"634","yrtpsxw","1b0u6","-1.03422","0.10427","96k","3.08202","rj02","1.08911","-0.17021","0.83519"," ","-0.30571","1.26655","r3s6","l59","0.34973","he6x1","1.50084","31r5","-0.94029","6m","l4y","38a","2x4","-0.15842","aqv"
"635","oxgbjyu","k","0.05528","0.13351","rh0","-0.11867"," ","-0.36745","0.62799","0.11647","5915","0.64908","0.83624","omn3","3or","-0.70074","07pvh","-0.98156","54h7","0.73011","u","145","6z2","005","0.43929","y25"
"636","irbjltf","d42eq","0.41821","-0.64965","7xc","0.33065","1wc3","-1.40693","-0.01145","0.4737","7ia4","0.70498","-0.81839","4q9d"," "," ","p6dni","0.51286","dg4p","1.22023","ad","c9e","bn7","w35","0.37188","b27"
"637","tioygcu","92r4g","0.02796","0.40456","76e","-0.21756","8lu3","-0.73761","0.0156","0.32276","9208","-1.71068","-1.45678","sx53","69r"," ","6994d","1.37694","7el7","0.74324","h3","x3u","o06","n8c"," ","hm2"
"638","acntgqx","1a890","0.44214","-0.58484","4jp","-0.33103","5o13","-1.56125","-0.80658","-1.57875","t","-0.09214","-0.05124","7rwn","81n","0.98602","93b85","-0.13871","8unb","0.68385","81","z75","175","pl2","-2.34353","9u8"
"639","pxlqwdn","19532","2.54197","0.87052",".","-0.64778","3y1z","s","0.73961","0.08577","9r1h","-0.02825","-0.47206","y39k","la0","0.63371","n6wo2","0.31429","z1n6","0.05267","p1","4lu","02x","s9a","1.13899","589"
"640","prynxem","0341i","0.73639","-0.83588","9ql","0.71031","3x8n","3.08582","1.03214","0.41682","ibf5","-0.93984","0.98229","16sp","4g7","r","q1871","-0.05663","9l67","-1.83099","75","5z7","w89","r01","-0.54601","974"
"641","cuaqopi","hz3jr","0.50179","-0.68778","254","0.25094","6dth","-0.98948","-1.45097","1.10439","4t3v","-0.82226","0.11315","7mx8","3hj","0.79167","39077","0.06307","w271","-0.73814","n5","68o","6is","2zs","-0.54523","dh4"
"642","hbuansx","e1x05","-0.11256","0.89148","86v","-0.11245","9l0y","-0.57527","-0.88562","-0.82332","7cw2","0.6021","-0.83772","h9s2","8zr","0.77612","q6g34","0.26995","66rb"," ","15","s9r","c2u","335","-2.82123","x"
"643","jxytnou","99576","1.27629","-0.69188","5r7"," ","n326","1.62274","0.50523","0.26797","t84o","1.01252","1.69865","0o96","xtq",".","l4uwc","1.61044","6eo7","1.1423","r4","3fu","o8k","j10","-1.49593","e08"
"644","foxzkrs","9amf7","0.17743","-0.2636","w9h","1.26391","vwul","-1.47542","0.804","0.69821","n2ys","1.36153","-0.79127","qdi7","0s7","-0.49544","3c75o","0.50564","b","1.37211","67","d8b","1ty","8q6","0.6509","9u0"
"645","dcirbvy","480o6","0.2161","1.98685","4t2","1.03295","5mat","1.6128","0.59359","0.08183","78iu","0.81196","-0.56891","07wl","csl","0.22557","39828","1.00211","k5b2","0.72512","h4","7ps","np5","avd","1.35007","4xl"
"646","ximwoas","yh6ep","-0.45321","1.03704","c77","-0.17371"," ","-0.57609","1.1181","0.8792","q842","-1.66731","-1.27874","udzp","w6t","0.73962","68u45","1.05353","49q1","0.97502","mx","o27","459","u39","-0.2242","8uv"
"647","aqyrzuo","jmsz1","-0.42286","-0.05513","0y1","0.40474","a101","-0.09191","-0.45452","0.04611","0ht3","0.91688","1.92885","8b03","m63","0.12608","9w90e","0.22914","o301","0.65936","1y","p60","189","opk","0.92075","x41"
"648","wohrgjn","m","-0.0259","2.19797","239","1.42807","v4p5","1.66683","-0.02333","0.85411","qtmi","0.87641","-0.2806","f1hx","6d8","0.43815",".","-0.74425","p579","0.25102","2z","2eq","90y","50p","0.94358"," "
"649","jwblzao","8nil7","-1.36824","-1.28636","ts3","0.47637","6i84","0.19869","0.91551","0.00264","9o14","-0.82973","-1.7534","pbc9","g1z","1.13757","973nv","0.91462","1y8d","-0.77439","04","gkn","e7u","wba","-0.78703","ki3"
"650","qgsujiy","i0v18","0.86387","0.53742","rx8"," ","5sq5","1.99016","2.71859","2.21045","nf38","0.30465","0.20292","kvt5","2y0","1.39847","79kr6","2.71564","2691","0.06536","99","988","w6z","57p","-0.27158","u58"
"651","fiebkzs","yukn1","0.98053","-1.12972","jed","-0.86677","m2dt","0.65119","0.39718","0.69252","u74c","0.8803","-0.94158","f3c1","k95","-0.87851","ur5g2","1.12498","9w0v","0.70663","92","5d8","6l6","q80","1.41882","n55"
"652","unoxbvy","c7e88","1.02502","-0.25917","n3e","0.51649","3561","0.9309","0.12607","1.67542","24t6","0.30125",".","c6k4","3md","0.72485","dp570","1.16684","9wo8","1.72898","19","12d","i0v","819","0.55895","o2j"
"653","bfkanxz","8x697","-0.21884","e","569","-1.31435","3f4r","-0.41124","-0.62682","0.01667","a6b2","-1.31451","0.01074","0y48","881","-0.12936","7968m","-0.69871","02of","0.91005","wt","i13","c72","933","-0.10908","55d"
"654","dhemsva","mvz9g"," ","1.25315","qn4","0.05514","4237","0.58751"," ","0.04046",".","0.12872","-0.65165","2b95","bo2","1.41301","ew5ik","0.27145","6l8f","-1.10874","0q","d78","p4n","sz8","1.53651","7ef"
"655","gabsmpn","63s2f","-0.6416","-1.66511","j83","-1.83527","fg11","-1.69734","-2.00913","0.05397",".","0.16752","-0.75225","u88x","sf4","-0.65947","g8q3y","-2.03128","41xo","-0.65449","aq"," ","cxg","jy8","-0.07732","252"
"656","doyliun","0s1j3","0.23284","0.10884","iw2","0.71421","7i0y","0.30065","1.01323","-0.9801","96q3","0.25716","1.16259","6301","8k3","1.89985","559h7","0.56963","ct02","0.59546","28","39a","8o6","tz9","-0.02686","oqk"
"657","biockmf","odfh3","-0.01757","-0.02644","039","0.35861","74i9","1.258","0.38369","-1.22831","4m0j","-0.66449","0.23859","44lq","961","-1.27398","116cw","-0.04235","4055","0.0986","29","443","7ob","9l9","0.79973","bea"
"658","urnfdcx","xo69y","-0.17229","-1.01361","57z","1.18569","4ys0","0.16021","0.75468"," "," ","-0.06448","0.13003","206n","w84","0.79163"," ","1.48953","6oye","-0.54244","bj","0a8","83h","v35","0.61786","t9r"
"659","qfmbcpr","mxq3y","2.14611","1.65947","acn","1.56481","z484","-0.04351","2.26745","1.15293","3ul2","1.00155","0.35509","800b","p37","0.70867","47989","2.08291","xc59","1.3862","8d","j5s","g","0i9","2.30249","434"
"660","ohieqgt","n985w","-1.10394","-0.63491","5h3","0.75862","771d","-0.33762","-0.93546","-0.40645","o3hl","-2.06441","-0.37444","e5b4","0sl","-0.43668","brmq6","-0.32333","jrh5","-1.44322","1n","6i3","vai","ykf","-0.95095","yr1"
"661","qfjgyuz","2789u","0.42113","0.20098","31r","0.68915","02bt","2.01347","0.32932","0.99698","53tr","1.4422","-0.16938",".","aq4","1.25816","vwe9g","1.29653","5k38","-0.04082","21","src","961","oy6","-0.10775","z8c"
"662","matdbxq","e569p","-0.06975","-0.08454","xam","-1.46337","74m6","-0.59124","-1.86084","-2.4265","7i38","-2.00222","-2.02684","7a3x","q3s","-2.18415","dop32","-0.56468","k5d0","-1.56854","3t","00v","c5x","tlk","-0.60325","2s4"
"663","anfhtzl","vlgjt","0.43501","0.27797","615","-0.053","y92m","0.14179","-1.0302","0.56602","3dpn","-1.74235","-1.95428","iq40","77t","0.34016","m0b55","0.1141","83k0","1.68268","08","4rq","85e","pmz","-0.27022","j98"
"664","lqmpoad","2jgfr","1.18358","0.80193","2c5","0.81254","47i3","-0.01934","-0.18766","1.45303",".","0.80331","1.05629","74tc","hc3","0.38244","8ef62","-0.57718","ua8t",".","4y","z1r","1gl","oa1","0.35383","u32"
